-6.915331367833731369e-01 1.199359565488662405e+00
3.618079984772211155e-01 1.025641754743346290e+00
7.023812583251856090e-01 7.447340660222426800e-01
-3.071691996184614526e-01 7.006675865096212430e-01
-4.117718926795621015e-01 4.535111566834033603e-01
-3.545752666652544072e-01 1.131743106766501139e+00
-1.078076145949671938e+00 7.818218089781019398e-01
-3.134843079161732382e-02 8.662254376909579445e-01
-3.610050626750226921e-01 1.489381061979875520e+00
7.419070627524421147e-01 6.529856260677588953e-01
1.882184264218045300e-01 1.480419857514139625e+00
-6.849441445750007462e-01 1.011841655600951073e+00
-8.950916595263772590e-01 1.471364277219040062e+00
3.788660422901282132e-01 8.654232854529053665e-01
8.858545262812206333e-01 1.083345262897011052e+00
1.040912837204424291e+00 1.136420531603263839e+00
2.353911164157528046e-02 1.458727681988863489e+00
1.261842477146954133e-01 7.459040318070710995e-01
-4.428276170075433338e-02 8.666675648341305438e-01
9.551382807409635189e-01 1.841219921714748020e+00
-2.064999580691035397e-01 1.049597234129566958e+00
-2.580919499609217738e-01 9.235591358783684646e-01
-1.183141685152026279e-01 3.455881764035519943e-01
-5.009557144385670124e-01 1.212769962082246966e+00
1.865178444205234654e-01 3.084253907981959753e-01
-3.862251810071584135e-01 7.026783552324180615e-01
6.113888538478283730e-01 7.175137431346615413e-01
-8.725398087122019364e-01 7.041747351102800589e-01
5.084756226561899517e-01 9.380681995240587323e-01
8.277524022039860485e-01 7.904839776854664102e-01
2.205584810774797955e+00 1.011343371416244974e+00
2.417967244231777890e+00 7.013271252534318823e-01
2.175841678162086179e+00 1.999996015145886208e+00
1.974582646972213862e+00 1.749939087411909844e+00
1.944001370937559647e+00 6.576977193547717260e-01
2.392950859313809797e+00 9.766134144019760210e-01
1.690441022342817234e+00 7.462296705385509377e-01
1.336588422943385535e+00 2.258133673077778347e+00
2.610885462837920112e+00 6.186685712757925559e-01
1.362462301174189871e+00 9.106530831996645370e-01
1.753973590675397709e+00 1.306544609772290144e+00
1.452156636068242967e+00 1.085544097430852561e+00
2.167816436399380375e+00 2.133525808141643942e+00
1.694925405166997079e+00 9.367252017234185546e-01
2.127129548160549888e+00 1.078881088496751017e+00
1.984529008029147557e+00 5.979922402655339919e-01
1.614240132717566389e+00 -7.578893778435769057e-02
1.280859575252778715e+00 1.050405268423060257e+00
1.800004299035814714e+00 5.949611108366607004e-01
2.368981423846030943e+00 6.960001226029972621e-01
2.088653684737171279e+00 9.918823566899419575e-01
2.316285323560230758e+00 1.970089625241127740e+00
2.301567577045938062e+00 6.308913584243271977e-01
2.020583661976867340e+00 4.844780058018022251e-01
2.264281887998931708e+00 9.536259930646808769e-01
2.313947424584251067e+00 6.775741521591622796e-01
3.093025133231663837e+00 2.250366672251178812e+00
1.095408746431901115e+00 1.100210748618076551e+00
1.811971307399586228e+00 1.599914628629631297e+00
2.392975069765799656e+00 1.262951362187008097e-01
1.933897914233995152e+00 1.648614777795942565e-01
1.598659571378864053e+00 1.455325238023670531e+00
1.297098174928602354e+00 1.154408882296367178e+00
2.076303209629907887e+00 1.413914552104782008e+00
1.894332751589085984e+00 6.112997029476052724e-01
1.854581668862159027e+00 1.367518966152338367e+00
1.923105431291322498e+00 7.430933750863411014e-02
2.170928880291884244e+00 8.854027655004611530e-01
2.873316321996162159e+00 1.231046533295005352e+00
1.760651827319513529e+00 1.214037866362293716e+00
1.958505405343025307e+00 -4.736553907165292898e-01
2.324506167992861805e+00 1.445234487691086311e+00
1.138591075258432728e+00 1.395557128372927780e+00
1.060372073342600530e+00 8.065465595854107717e-01
1.853353228464137414e+00 2.459648413421167135e-01
1.209375620129497175e+00 1.057718845527287455e+00
2.303334872256916910e+00 8.607145551485440027e-02
1.956363997879775107e+00 7.127874641022176050e-01
1.081141764677757466e+00 7.952319694333047639e-01
1.934259712739947235e+00 7.731959090924002131e-01
2.498858450001155695e+00 1.005877129847436047e+00
1.474450112947081504e+00 7.051155675476485918e-01
2.200327293961096942e+00 2.555718747168398419e+00
1.920554896617525875e+00 9.366016068443049347e-01
2.833544189051599105e+00 8.323403146012653409e-01
1.832338250192024454e+00 7.940531795480808563e-01
2.567888520734172175e+00 6.426542175277096813e-01
2.265340449766394482e+00 7.957173741945136047e-01
1.824862731920692926e+00 4.173568072472276791e-01
1.883960039213249171e+00 1.363683110092288597e-01
1.628452570114024889e+00 -4.629436640177209128e-01
2.600506086284674723e+00 1.266174595611038622e+00
1.928348377926643042e+00 1.234615491922916863e+00
4.210160313764972351e-01 8.015352677288536398e-01
2.338347972224823046e+00 2.142502766015443427e+00
2.199661844987104597e+00 1.257083234557264007e+00
2.248829136612066293e+00 9.707075902343601514e-01
2.014560276881335543e+00 1.157099055898348050e+00
2.040731602849130688e+00 4.618814658010292895e-01
1.962595756632053989e+00 1.834248924336998599e-01
